,region,customer_lifetime_value,response,coverage,education,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
807,central,16938,no,basic,college,feb,unemployed,f,86208,suburban,single,69,24,99,0,2,corporate auto,corporate l1,offer1,branch,four-door car,medsize
808,north west,5421,no,basic,high school or below,feb,employed,m,40376,suburban,married,69,16,46,0,8,personal auto,personal l3,offer2,agent,four-door car,large
809,central,2342,no,basic,bachelor,jan,retired,m,19581,suburban,single,67,2,94,0,1,corporate auto,corporate l2,offer1,agent,four-door car,large
810,west region,5723,no,basic,bachelor,feb,employed,f,77646,suburban,married,71,3,29,0,6,personal auto,personal l2,offer4,branch,four-door car,large
811,north west,13681,no,basic,college,feb,employed,f,55588,suburban,married,114,15,40,0,2,personal auto,personal l2,offer1,branch,suv,medsize
812,west region,8639,no,basic,doctor,feb,employed,f,92374,rural,divorced,107,16,9,1,3,personal auto,personal l2,offer2,call center,suv,medsize
813,north west,5867,no,basic,college,feb,employed,f,27880,urban,married,74,4,9,0,5,personal auto,personal l3,offer2,call center,four-door car,large
814,west region,10179,yes,premium,bachelor,jan,retired,f,14290,suburban,married,271,20,40,0,1,personal auto,personal l2,offer1,agent,luxury suv,medsize
815,west region,20230,no,basic,high school or below,feb,employed,m,48448,suburban,married,74,24,11,1,2,corporate auto,corporate l3,offer3,agent,four-door car,medsize
816,north west,4267,no,basic,bachelor,feb,employed,f,43682,rural,married,107,12,73,0,1,corporate auto,corporate l3,offer3,branch,suv,medsize
817,north west,3933,yes,basic,high school or below,jan,employed,m,25927,suburban,single,103,6,20,0,1,personal auto,personal l1,offer2,web,suv,medsize
818,north west,5521,no,extended,college,jan,unemployed,f,13186,suburban,single,77,20,89,0,9,personal auto,personal l3,offer1,agent,four-door car,medsize
819,north west,6612,no,extended,high school or below,jan,unemployed,f,88425,suburban,single,97,31,34,2,9,personal auto,personal l2,offer1,web,four-door car,medsize
820,north west,2913,no,extended,master,jan,disabled,m,20075,suburban,divorced,79,7,2,1,1,personal auto,personal l3,offer1,web,two-door car,medsize
821,north west,7189,no,extended,bachelor,jan,employed,f,75838,urban,single,90,6,64,0,6,corporate auto,corporate l2,offer2,agent,two-door car,small
822,west region,2537,no,basic,bachelor,feb,employed,f,37612,suburban,divorced,64,0,32,0,1,personal auto,personal l2,offer3,call center,four-door car,small
823,central,4170,yes,basic,master,jan,employed,f,29462,suburban,single,107,28,23,1,1,corporate auto,corporate l2,offer2,branch,suv,large
824,east,14722,no,extended,master,feb,employed,m,43982,suburban,divorced,126,20,68,1,2,personal auto,personal l3,offer1,web,suv,small
825,central,24108,no,basic,bachelor,jan,disabled,f,17257,suburban,single,70,1,88,0,2,personal auto,personal l2,offer1,call center,four-door car,small
826,central,2402,no,basic,bachelor,jan,employed,m,21629,suburban,divorced,62,19,54,0,1,corporate auto,corporate l2,offer1,call center,two-door car,small
827,north west,7756,no,extended,college,feb,employed,f,21326,suburban,divorced,99,22,9,0,3,personal auto,personal l1,offer1,agent,four-door car,medsize
828,north west,4250,yes,basic,high school or below,jan,unemployed,f,78583,suburban,single,61,17,1,1,7,personal auto,personal l2,offer1,agent,four-door car,small
829,west region,7540,no,basic,bachelor,jan,employed,m,29697,rural,married,64,6,43,0,2,personal auto,personal l2,offer3,agent,four-door car,medsize
830,north west,8104,no,basic,bachelor,feb,unemployed,f,76910,suburban,single,117,24,8,1,6,personal auto,personal l2,offer2,agent,sports car,medsize
831,central,7605,no,basic,bachelor,jan,employed,m,55281,suburban,married,192,22,68,1,1,personal auto,personal l3,offer1,agent,luxury suv,medsize
832,west region,5313,no,extended,high school or below,jan,unemployed,f,19318,suburban,single,77,8,10,1,9,personal auto,personal l2,offer1,agent,four-door car,medsize
833,central,15042,no,premium,bachelor,feb,employed,f,22799,suburban,married,190,10,75,0,6,corporate auto,corporate l1,offer2,branch,suv,medsize
834,north west,2469,no,basic,bachelor,jan,employed,f,55257,urban,married,64,0,77,3,1,personal auto,personal l3,offer3,agent,two-door car,medsize
835,west region,4639,no,premium,bachelor,feb,unemployed,m,32078,suburban,single,142,5,87,0,1,corporate auto,corporate l2,offer4,web,suv,medsize
836,west region,2908,no,basic,college,jan,employed,m,74212,urban,married,73,16,26,0,1,personal auto,personal l2,offer2,call center,four-door car,small
837,north west,7685,no,basic,bachelor,feb,employed,m,31686,suburban,married,101,14,45,2,8,corporate auto,corporate l1,offer1,web,suv,medsize
838,west region,3834,no,basic,high school or below,jan,unemployed,m,84496,suburban,single,112,13,13,0,1,personal auto,personal l2,offer1,agent,suv,medsize
839,west region,7074,no,extended,bachelor,feb,employed,f,94508,suburban,married,88,27,54,0,3,personal auto,personal l3,offer4,agent,four-door car,medsize
840,west region,2939,no,basic,high school or below,feb,employed,m,97735,urban,divorced,73,24,26,0,1,corporate auto,corporate l2,offer2,branch,four-door car,medsize
841,north west,5065,no,basic,college,jan,employed,m,26733,urban,single,66,11,55,0,5,personal auto,personal l1,offer2,web,four-door car,medsize
842,central,2442,no,basic,master,feb,employed,f,57963,rural,divorced,61,11,63,0,1,personal auto,personal l3,offer2,web,four-door car,medsize
843,north west,6503,yes,extended,high school or below,feb,disabled,f,22081,suburban,married,84,1,9,0,6,personal auto,personal l1,offer1,agent,two-door car,small
844,west region,9111,no,basic,bachelor,feb,employed,f,54751,suburban,married,114,6,50,0,3,personal auto,personal l3,offer3,agent,suv,medsize
845,north west,5096,yes,basic,master,jan,disabled,f,22886,suburban,divorced,65,9,81,0,3,personal auto,personal l2,offer1,agent,four-door car,small
846,central,14010,no,basic,bachelor,jan,employed,f,36523,rural,married,71,28,67,0,2,personal auto,personal l1,offer2,web,four-door car,medsize
847,north west,2155,no,basic,high school or below,jan,unemployed,f,76652,suburban,single,70,22,67,3,1,personal auto,personal l3,offer1,branch,four-door car,medsize
848,east,6252,no,extended,master,feb,employed,f,92895,rural,married,77,5,2,0,7,personal auto,personal l2,offer2,call center,two-door car,small
849,west region,9031,yes,extended,master,feb,unemployed,f,67962,suburban,single,122,15,47,0,9,personal auto,personal l2,offer1,branch,sports car,medsize
850,north west,13197,yes,basic,college,jan,unemployed,f,35942,suburban,single,68,19,2,3,2,personal auto,personal l2,offer1,agent,four-door car,large
851,west region,5059,no,basic,bachelor,feb,employed,f,67371,rural,married,63,25,14,0,3,personal auto,personal l3,offer2,web,four-door car,medsize
852,west region,10506,no,extended,bachelor,jan,unemployed,f,97340,suburban,married,92,15,36,0,2,personal auto,personal l3,offer1,branch,four-door car,medsize
853,north west,3304,no,extended,college,feb,retired,f,23931,suburban,single,95,4,24,0,1,personal auto,personal l3,offer4,web,four-door car,large
854,central,5619,no,premium,master,feb,employed,m,50335,urban,married,140,9,54,0,1,personal auto,personal l2,offer1,call center,suv,medsize
855,north west,2471,no,basic,high school or below,jan,employed,f,53074,urban,married,61,5,86,0,1,personal auto,personal l2,offer1,agent,four-door car,medsize
856,north west,5090,no,basic,bachelor,feb,disabled,f,25226,suburban,divorced,71,13,97,1,4,personal auto,personal l2,offer1,branch,four-door car,medsize
857,central,5821,no,basic,bachelor,jan,employed,f,61108,rural,married,72,27,84,0,6,personal auto,personal l1,offer2,agent,four-door car,medsize
858,north west,5015,no,extended,college,feb,employed,f,73809,urban,married,125,5,57,0,1,special auto,special l1,offer1,branch,suv,medsize
859,west region,4974,no,basic,high school or below,feb,unemployed,f,61401,suburban,single,70,18,74,0,3,personal auto,personal l1,offer1,call center,four-door car,medsize
860,north west,12941,no,basic,high school or below,jan,employed,m,77060,urban,married,106,23,90,0,2,personal auto,personal l2,offer1,branch,suv,medsize
861,central,5908,no,basic,high school or below,feb,employed,f,86277,urban,divorced,74,19,33,0,3,personal auto,personal l2,offer2,agent,four-door car,medsize
862,north west,7943,no,basic,bachelor,jan,employed,m,60214,urban,married,100,8,16,1,4,corporate auto,corporate l3,offer1,agent,sports car,small
863,west region,2602,no,basic,college,jan,employed,m,38166,urban,married,67,25,5,1,1,corporate auto,corporate l2,offer4,agent,four-door car,medsize
864,north west,4526,no,basic,bachelor,jan,unemployed,m,19481,suburban,married,64,32,89,1,3,personal auto,personal l3,offer2,branch,four-door car,small
865,west region,5671,no,basic,high school or below,jan,employed,f,34974,urban,married,71,7,36,0,3,special auto,special l1,offer1,web,four-door car,medsize
866,west region,10436,no,extended,bachelor,feb,medical leave,f,24177,suburban,married,92,4,37,1,2,personal auto,personal l2,offer1,agent,four-door car,medsize
867,west region,7172,no,basic,high school or below,jan,employed,f,73836,urban,married,182,8,35,3,1,personal auto,personal l3,offer1,branch,luxury car,medsize
868,north west,7081,no,extended,master,feb,employed,f,93854,suburban,married,87,18,41,0,9,corporate auto,corporate l2,offer4,web,two-door car,large
869,north west,4502,no,premium,college,jan,employed,f,46402,urban,married,113,7,2,0,1,personal auto,personal l3,offer1,agent,four-door car,medsize
870,north west,26016,no,extended,high school or below,jan,employed,f,43922,rural,single,83,2,43,0,2,personal auto,personal l3,offer1,branch,four-door car,large
871,north west,5214,no,basic,high school or below,jan,employed,m,65375,rural,married,65,9,84,0,3,personal auto,personal l3,offer4,branch,four-door car,medsize
872,west region,7680,no,extended,college,jan,employed,m,68229,suburban,married,96,11,41,0,5,corporate auto,corporate l2,offer4,branch,four-door car,medsize
873,north west,10827,no,extended,high school or below,feb,employed,f,62053,urban,married,134,3,89,0,5,personal auto,personal l3,offer1,web,suv,medsize
874,north west,2854,no,basic,high school or below,feb,employed,f,34807,suburban,single,73,23,90,3,1,personal auto,personal l3,offer1,agent,two-door car,small
875,west region,3821,no,extended,college,jan,employed,f,79189,rural,married,95,18,50,0,1,corporate auto,corporate l2,offer2,branch,two-door car,small
876,central,4826,no,basic,doctor,feb,medical leave,m,18779,urban,married,63,10,65,0,4,personal auto,personal l3,offer3,agent,four-door car,large
877,west region,3839,no,extended,bachelor,feb,employed,f,70146,rural,married,96,28,65,0,1,personal auto,personal l1,offer2,branch,four-door car,medsize
878,north west,2894,no,basic,college,feb,employed,f,28204,suburban,married,73,6,12,0,1,personal auto,personal l3,offer2,branch,four-door car,medsize
879,north west,23740,no,extended,high school or below,jan,employed,m,28025,suburban,married,87,28,94,0,2,personal auto,personal l2,offer2,branch,four-door car,medsize
880,north west,2829,no,basic,bachelor,feb,employed,m,25860,suburban,married,72,12,46,0,1,personal auto,personal l3,offer2,web,four-door car,medsize
881,central,13473,no,basic,bachelor,feb,employed,m,25302,suburban,married,70,13,16,1,2,personal auto,personal l1,offer2,branch,four-door car,medsize
882,north west,8170,no,basic,bachelor,jan,employed,f,95241,rural,married,68,3,12,1,2,personal auto,personal l3,offer2,branch,four-door car,large
883,central,3187,no,extended,doctor,feb,unemployed,m,54004,suburban,married,85,27,29,0,1,corporate auto,corporate l2,offer2,call center,two-door car,large
884,central,9212,no,basic,high school or below,feb,employed,m,70958,rural,married,115,1,57,0,7,personal auto,personal l2,offer1,agent,sports car,medsize
885,west region,5028,no,basic,college,jan,unemployed,f,78648,urban,married,67,21,60,0,5,personal auto,personal l3,offer4,web,four-door car,medsize
886,west region,7684,no,extended,college,feb,employed,f,62192,rural,single,98,30,28,0,5,special auto,special l3,offer3,agent,two-door car,medsize
887,east,4159,no,basic,bachelor,feb,unemployed,m,18624,suburban,single,62,1,64,0,3,personal auto,personal l1,offer1,agent,suv,medsize
888,west region,4899,no,extended,doctor,jan,employed,m,76594,suburban,married,122,26,9,1,1,personal auto,personal l3,offer1,agent,suv,medsize
889,central,23207,no,extended,high school or below,jan,employed,f,45039,rural,married,96,27,94,0,2,personal auto,personal l2,offer1,agent,four-door car,large
890,central,6520,no,extended,bachelor,feb,employed,f,93721,suburban,married,80,22,62,0,6,personal auto,personal l1,offer2,agent,four-door car,large
891,north west,5497,no,basic,college,feb,employed,m,28128,suburban,married,70,6,52,0,4,personal auto,personal l3,offer3,agent,two-door car,medsize
892,west region,6466,no,extended,master,jan,unemployed,m,88958,rural,divorced,90,3,76,0,7,personal auto,personal l3,offer3,call center,four-door car,medsize
893,west region,5956,no,basic,high school or below,jan,employed,f,48993,suburban,married,74,6,29,0,4,personal auto,personal l1,offer2,call center,two-door car,medsize
894,west region,5313,no,extended,high school or below,jan,unemployed,f,87369,suburban,single,77,8,10,1,9,personal auto,personal l2,offer1,agent,four-door car,medsize
895,north west,9928,no,extended,doctor,jan,employed,f,75716,rural,single,247,2,32,0,1,personal auto,personal l3,offer1,branch,luxury car,medsize
896,north west,7714,no,basic,high school or below,jan,unemployed,m,82257,suburban,single,74,33,24,0,2,corporate auto,corporate l2,offer3,agent,two-door car,medsize
897,central,7295,no,basic,bachelor,feb,employed,m,26849,rural,married,62,5,0,0,2,personal auto,personal l3,offer4,agent,four-door car,medsize
898,north west,6063,no,extended,college,feb,employed,m,20676,suburban,single,79,28,27,0,7,personal auto,personal l3,offer3,agent,four-door car,medsize
899,central,13295,no,basic,high school or below,feb,employed,f,68009,suburban,divorced,110,1,2,0,2,personal auto,personal l1,offer1,call center,suv,medsize
900,central,2580,yes,basic,college,feb,employed,m,46900,suburban,married,66,13,59,0,1,personal auto,personal l2,offer2,web,four-door car,medsize
901,east,2497,no,basic,bachelor,feb,employed,m,68041,urban,single,64,10,47,0,1,personal auto,personal l2,offer4,branch,two-door car,medsize
902,north west,8085,no,basic,bachelor,jan,employed,m,61409,urban,married,68,30,80,0,2,special auto,special l3,offer3,web,four-door car,medsize
903,north west,8390,no,extended,high school or below,jan,unemployed,f,19481,suburban,single,78,22,3,0,2,personal auto,personal l3,offer1,web,four-door car,small
904,west region,4773,no,basic,college,feb,employed,m,33701,urban,single,63,16,67,0,5,personal auto,personal l2,offer3,agent,four-door car,small
905,north west,6791,no,basic,bachelor,jan,unemployed,f,70930,suburban,single,101,19,11,1,8,corporate auto,corporate l2,offer1,agent,suv,large
906,east,7116,no,basic,bachelor,feb,unemployed,f,72398,suburban,single,66,5,46,0,2,personal auto,personal l2,offer3,branch,four-door car,small
